Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Date,State,TotalSamples,Negative,Positive
7149,09-10-2020,8:00 AM,Rajasthan,-,-,129618,1605,152605,16-06-2021,Tripura,1736324,156174,300,1213866,522458,630861,582831,174,22218,1714106,0,63,,,,224877,647738,340522,,,,22-11-2020,Karnataka,10233378,,
7150,09-10-2020,8:00 AM,Sikkim,-,-,2650,51,3246,17-06-2021,Tripura,1791260,224427,548,1264502,526758,656428,607896,178,23275,1767985,0,63,,,,272848,649842,341051,,,,23-11-2020,Karnataka,10329473,,
7151,09-10-2020,8:00 AM,Tamil Nadu,-,-,586454,10052,640943,18-06-2021,Tripura,1860877,240339,542,1328982,531895,688859,639937,186,23886,1836991,0,63,,,,334209,652289,341697,,,,24-11-2020,Karnataka,10447705,,
7152,09-10-2020,8:00 AM,Telengana,-,-,180953,1208,208535,19-06-2021,Tripura,1920866,229029,528,1383797,537069,717002,666598,197,24443,1896423,0,63,,,,385968,654571,342462,,,,25-11-2020,Karnataka,10570159,,
7153,09-10-2020,8:00 AM,Tripura,-,-,23474,311,27982,20-06-2021,Tripura,1942706,287354,314,1403613,539093,727282,676133,198,24443,1918263,0,63,,,,404567,655468,342780,,,,26-11-2020,Karnataka,10690557,,
7154,09-10-2020,8:00 AM,Uttarakhand,-,-,44808,702,53359,21-06-2021,Tripura,2093251,724868,1004,1549142,544109,800622,748286,234,25065,2068186,0,63,,,,546374,658367,343559,,,,27-11-2020,Karnataka,10804148,,
7155,09-10-2020,8:00 AM,Uttar Pradesh,-,-,378662,6245,427459,22-06-2021,Tripura,2285345,699868,1008,1733843,551502,892908,840671,264,25841,2259504,0,63,,,,725176,663064,344700,,,,28-11-2020,Karnataka,10914872,,
7156,09-10-2020,8:00 AM,West Bengal,-,-,249737,5439,284030,23-06-2021,Tripura,2344975,276740,388,1788351,556624,921066,867009,276,30419,2314556,0,63,,,,776536,665501,345395,,,,29-11-2020,Karnataka,11020300,,
7157,10-10-2020,8:00 AM,Andaman and Nicobar Islands,-,-,3724,55,3976,24-06-2021,Tripura,2396775,285635,590,1834177,562598,944139,889753,285,31927,2364848,0,63,,,,818214,668680,346352,,,,30-11-2020,Karnataka,11101633,,
7158,10-10-2020,8:00 AM,Andhra Pradesh,-,-,691040,6159,744864,25-06-2021,Tripura,2428555,187282,436,1861984,566571,1251081,1177130,344,33289,2395266,0,63,916536,973302,538717,,,,,,,01-12-2020,Karnataka,11197240,,
7159,10-10-2020,8:00 AM,Arunachal Pradesh,-,-,8877,23,11760,26-06-2021,Tripura,2467674,262948,397,1894007,573667,1270345,1196981,348,34679,2432995,0,64,946827,979558,541289,,,,,,,02-12-2020,Karnataka,11303158,,
7160,10-10-2020,8:00 AM,Assam,-,-,161904,802,192416,27-06-2021,Tripura,2474475,111921,171,1899573,574902,1273862,1200265,348,34899,2439576,0,64,951778,980865,541832,,,,,,,03-12-2020,Karnataka,11411843,,
7161,10-10-2020,8:00 AM,Bihar,-,-,182121,934,194329,28-06-2021,Tripura,2510943,251266,471,1926146,584797,1291286,1219305,352,35973,2474970,0,64,975958,989428,545557,,,,,,,04-12-2020,Karnataka,11509892,,
7162,10-10-2020,8:00 AM,Chandigarh,-,-,11505,188,12985,29-06-2021,Tripura,2536995,186350,439,1946066,590929,1304355,1232287,353,37025,2499970,0,64,994257,994846,547892,,,,,,,05-12-2020,Karnataka,11613924,,
7163,10-10-2020,8:00 AM,Chhattisgarh,-,-,108935,1196,137570,30-06-2021,Tripura,2550343,80909,225,1955929,594414,1311059,1238931,353,39582,2510761,0,64,1003509,997588,549246,,,,,,,06-12-2020,Karnataka,11713244,,
7164,10-10-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3037,2,3140,01-07-2021,Tripura,2568901,200556,467,1969442,599459,1320377,1248169,355,41751,2527150,0,64,1015841,1002106,550954,,,,,,,07-12-2020,Karnataka,11789715,,
7165,10-10-2020,8:00 AM,Delhi,-,-,276046,5692,303693,02-07-2021,Tripura,2595949,227050,494,1987663,608286,1334100,1261494,355,42032,2553917,0,64,1032175,1009831,553943,,,,,,,08-12-2020,Karnataka,11878413,,
7166,10-10-2020,8:00 AM,Goa,-,-,32317,491,37591,03-07-2021,Tripura,2613487,200346,407,1998901,614586,1342975,1270157,355,42442,2571045,0,65,1042204,1015167,556116,,,,,,,09-12-2020,Karnataka,11979471,,
7167,10-10-2020,8:00 AM,Gujarat,-,-,129304,3547,149032,04-07-2021,Tripura,2615391,13838,40,2000280,615111,1343954,1271081,356,42442,2572949,0,65,1043418,1015645,556328,,,,,,,10-12-2020,Karnataka,12063741,,
7168,10-10-2020,8:00 AM,Haryana,-,-,127540,1562,139932,05-07-2021,Tripura,2630048,134211,345,2009213,620835,1351096,1278594,358,43065,2586983,0,65,1051230,1020528,558290,,,,,,,11-12-2020,Karnataka,12164587,,
7169,10-10-2020,8:00 AM,Himachal Pradesh,-,-,13876,245,16977,06-07-2021,Tripura,2642602,150142,380,2017943,624659,1357365,1284879,358,43387,2599215,0,66,1058961,1024037,559604,,,,,,,12-12-2020,Karnataka,12266816,,
7170,10-10-2020,8:00 AM,Jammu and Kashmir,-,-,69979,1306,82429,07-07-2021,Tripura,2648571,78379,195,2022188,626383,1360459,1287751,361,43724,2604847,0,66,1062646,1025684,560241,,,,,,,13-12-2020,Karnataka,12355358,,
7171,10-10-2020,8:00 AM,Jharkhand,-,-,81654,781,91254,08-07-2021,Tripura,2662612,156069,362,2031459,631153,1367454,1294794,364,44019,2618593,0,66,1071347,1029439,561826,,,,,,,14-12-2020,Karnataka,12420213,,
7172,10-10-2020,8:00 AM,Karnataka,-,-,561610,9789,690269,09-07-2021,Tripura,2681121,154017,387,2043269,637852,1376401,1304352,368,44072,2637049,0,66,1082106,1034856,564159,,,,,,,15-12-2020,Karnataka,12509743,,
7173,10-10-2020,8:00 AM,Kerala,-,-,175304,955,268100,10-07-2021,Tripura,2705451,181994,415,2058009,647442,1388531,1316549,371,44190,2661261,0,66,1095515,1042575,567361,,,,,,,16-12-2020,Karnataka,12611493,,
7174,10-10-2020,8:00 AM,Ladakh,-,-,3886,63,4987,11-07-2021,Tripura,2708867,14600,35,2060295,648572,1390255,1318241,371,44190,2664677,0,66,1097641,1043449,567777,,,,,,,17-12-2020,Karnataka,12717849,,
7175,10-10-2020,8:00 AM,Madhya Pradesh,-,-,124887,2574,143629,12-07-2021,Tripura,2733684,181352,472,2074654,659030,1402414,1330896,374,44263,2689421,0,66,1110812,1051712,571160,,,,,,,18-12-2020,Karnataka,12822390,,
7176,10-10-2020,8:00 AM,Maharashtra,-,-,1229339,39732,1506018,13-07-2021,Tripura,2755529,215577,522,2088117,667412,1413372,1341776,381,44273,2711256,0,66,1123164,1058510,573855,,,,,,,19-12-2020,Karnataka,12937540,,
7177,10-10-2020,8:00 AM,Manipur,-,-,9866,86,12810,14-07-2021,Tripura,2782404,86497,249,2109378,673026,1425916,1356105,383,44400,2738004,0,66,1130508,1071456,580440,,,,,,,20-12-2020,Karnataka,13047768,,
7178,10-10-2020,8:00 AM,Meghalaya,-,-,4903,61,7388,15-07-2021,Tripura,2808453,225464,541,2126035,682418,1438573,1369495,385,44449,2764004,0,67,1145661,1079177,583615,,,,,,,21-12-2020,Karnataka,13121419,,
7179,10-10-2020,8:00 AM,Mizoram,-,-,1974,0,2162,16-07-2021,Tripura,2827700,219170,503,2137737,689963,1448181,1379131,388,44502,2783198,0,70,1156177,1085447,586076,,,,,,,22-12-2020,Karnataka,13217127,,
7180,10-10-2020,8:00 AM,Nagaland,-,-,5656,17,6888,17-07-2021,Tripura,2832538,116367,317,2140335,692203,1450843,1381306,389,44532,2788006,0,70,1158592,1087184,586762,,,,,,,23-12-2020,Karnataka,13317070,,
7181,10-10-2020,8:00 AM,Odisha,-,-,220388,991,246839,18-07-2021,Tripura,2833900,10803,28,2141163,692737,1451527,1381983,390,44532,2789368,0,70,1159371,1087598,586931,,,,,,,24-12-2020,Karnataka,13415794,,
7182,10-10-2020,8:00 AM,Puducherry,-,-,25543,558,30904,19-07-2021,Tripura,2855785,227312,521,2153655,702130,1462535,1392857,393,44563,2811222,0,70,1170889,1095052,589844,,,,,,,25-12-2020,Karnataka,13514362,,
7183,10-10-2020,8:00 AM,Punjab,-,-,108533,3773,122459,20-07-2021,Tripura,2874151,200990,509,2163480,710671,1471827,1401924,400,44633,2829518,0,70,1180142,1101657,592352,,,,,,,26-12-2020,Karnataka,13609914,,
7184,10-10-2020,8:00 AM,Rajasthan,-,-,131766,1621,154785,21-07-2021,Tripura,2878597,48271,171,2165745,712852,1474092,1404104,401,44687,2833910,0,70,1182386,1103240,592971,,,,,,,27-12-2020,Karnataka,13704709,,
7185,10-10-2020,8:00 AM,Sikkim,-,-,2721,53,3278,22-07-2021,Tripura,2899319,280316,738,2177099,722220,1484406,1414509,404,44802,2854517,0,70,1193096,1110418,595805,,,,,,,28-12-2020,Karnataka,13772451,,
7186,10-10-2020,8:00 AM,Tamil Nadu,-,-,591811,10120,646128,23-07-2021,Tripura,2921426,363792,856,2190299,731127,1495511,1425506,409,45387,2876039,0,70,1205929,1117155,598342,,,,,,,29-12-2020,Karnataka,13858850,,
7187,10-10-2020,8:00 AM,Telengana,-,-,183025,1217,210346,24-07-2021,Tripura,2951600,392419,967,2209808,741792,1511416,1439769,415,46089,2905511,0,70,1224541,1125673,601386,,,,,,,30-12-2020,Karnataka,13962707,,
7188,10-10-2020,8:00 AM,Tripura,-,-,23801,313,28153,25-07-2021,Tripura,2972645,322205,773,2226413,746232,1522124,1450103,418,47082,2925563,0,70,1239435,1130042,603168,,,,,,,31-12-2020,Karnataka,14078158,,
7189,10-10-2020,8:00 AM,Uttarakhand,-,-,46058,716,54063,26-07-2021,Tripura,2999864,420866,1005,2245548,754316,1535580,1463857,427,48877,2950987,0,70,1257178,1136827,605859,,,,,,,01-01-2021,Karnataka,14196065,,
7190,10-10-2020,8:00 AM,Uttar Pradesh,-,-,383086,6293,430666,27-07-2021,Tripura,3035040,431406,1034,2272429,762611,1553284,1481322,434,50826,2984214,0,71,1281265,1144683,609092,,,,,,,02-01-2021,Karnataka,14310188,,
7191,10-10-2020,8:00 AM,West Bengal,-,-,252806,5501,287603,28-07-2021,Tripura,3076716,0,0,2305601,771115,1574353,1501915,448,53383,3023333,0,73,1310412,1153520,612784,,,,,,,03-01-2021,Karnataka,14432085,,
7192,11-10-2020,8:00 AM,Andaman and Nicobar Islands,-,-,3744,55,3992,29-07-2021,Tripura,3102351,466207,1045,2325845,776506,1587680,1514219,452,55194,3047157,0,73,1328442,1158898,615011,,,,,,,04-01-2021,Karnataka,14531251,,
7193,11-10-2020,8:00 AM,Andhra Pradesh,-,-,697699,6194,750517,30-07-2021,Tripura,3124359,428884,986,2343012,781347,1599264,1524639,456,57891,3066468,0,73,1343593,1163697,617069,,,,,,,05-01-2021,Karnataka,14654318,,
7194,11-10-2020,8:00 AM,Arunachal Pradesh,-,-,9035,23,11998,31-07-2021,Tripura,3145201,425668,985,2360019,785182,1610389,1534356,456,60476,3084725,0,74,1358524,1167726,618951,,,,,,,06-01-2021,Karnataka,14788491,,
7195,11-10-2020,8:00 AM,Assam,-,-,163355,811,193387,01-08-2021,Tripura,3164140,152872,464,2378296,785844,1619591,1544089,460,60637,3103503,0,74,1364045,1176171,623924,,,,,,,07-01-2021,Karnataka,14918254,,
7196,11-10-2020,8:00 AM,Bihar,-,-,183390,944,195499,02-08-2021,Tripura,3172471,244562,749,2383624,788847,1623786,1548224,461,61394,3111077,0,74,1369138,1178409,624924,,,,,,,08-01-2021,Karnataka,15050771,,
7197,11-10-2020,8:00 AM,Chandigarh,-,-,11662,190,13081,03-08-2021,Tripura,3180752,237630,746,2389080,791672,1628042,1552248,462,62170,3118582,0,74,1374154,1180628,625970,,,,,,,09-01-2021,Karnataka,15175037,,
7198,11-10-2020,8:00 AM,Chhattisgarh,-,-,111654,1235,140258,04-08-2021,Tripura,3186637,177568,556,2393062,793575,1631052,1555121,464,62763,3123874,0,75,1377918,1182085,626634,,,,,,,10-01-2021,Karnataka,15288243,,
7199,11-10-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3050,2,3152,05-08-2021,Tripura,3192345,237736,741,2396498,795847,1634166,1557713,466,63169,3129176,0,76,1381443,1183609,627293,,,,,,,11-01-2021,Karnataka,15375146,,
7200,11-10-2020,8:00 AM,Delhi,-,-,278812,5740,306559,06-08-2021,Tripura,3200135,222315,694,2402094,798041,1638241,1561428,466,63567,3136568,0,76,1386256,1185575,628304,,,,,,,12-01-2021,Karnataka,15485359,,
7201,11-10-2020,8:00 AM,Goa,-,-,32777,499,37934,07-08-2021,Tripura,3205399,215150,675,2405290,800109,1641122,1563810,467,63950,3141449,0,76,1389571,1186942,628886,,,,,,,13-01-2021,Karnataka,15598874,,
7202,11-10-2020,8:00 AM,Gujarat,-,-,130760,3557,150253,08-08-2021,Tripura,3206922,29149,134,2406606,800316,1641941,1564514,467,64024,3142898,0,76,1390604,1187247,629071,,,,,,,14-01-2021,Karnataka,15705129,,
7203,11-10-2020,8:00 AM,Haryana,-,-,128841,1572,141090,09-08-2021,Tripura,3215294,211896,665,2411195,804099,1646249,1568576,469,64492,3150802,0,76,1396211,1189107,629976,,,,,,,15-01-2021,Karnataka,15789978,,
7204,11-10-2020,8:00 AM,Himachal Pradesh,-,-,14278,248,17244,10-08-2021,Tripura,,,,,,,,,,,,,,,,,,,,,,16-01-2021,Karnataka,15884994,,
7205,11-10-2020,8:00 AM,Jammu and Kashmir,-,-,70955,1313,83064,11-08-2021,Tripura,,,,,,,,,,,,,,,,,,,,,,17-01-2021,Karnataka,15983473,,
7206,11-10-2020,8:00 AM,Jharkhand,-,-,82805,784,91951,12-08-2021,Tripura,,,,,,,,,,,,,,,,,,,,,,18-01-2021,Karnataka,16052738,,
7207,11-10-2020,8:00 AM,Karnataka,-,-,569947,9891,700786,13-08-2021,Tripura,,,,,,,,,,,,,,,,,,,,,,19-01-2021,Karnataka,16133663,,
7208,11-10-2020,8:00 AM,Kerala,-,-,182874,978,279855,14-08-2021,Tripura,,,,,,,,,,,,,,,,,,,,,,20-01-2021,Karnataka,16217753,,
7209,11-10-2020,8:00 AM,Ladakh,-,-,3973,64,5059,15-08-2021,Tripura,,,,,,,,,,,,,,,,,,,,,,21-01-2021,Karnataka,16306608,,
7210,11-10-2020,8:00 AM,Madhya Pradesh,-,-,127034,2599,145245,16-01-2021,Uttar Pradesh,2212,380,327,2212,0,1341,871,0,55,2157,,,,,,,,,,,,22-01-2021,Karnataka,16399189,,
7211,11-10-2020,8:00 AM,Maharashtra,-,-,1255779,40040,1517434,17-01-2021,Uttar Pradesh,2224,384,330,2224,0,1345,879,0,55,2169,,,,,,,,,,,,23-01-2021,Karnataka,16485599,,
7212,11-10-2020,8:00 AM,Manipur,-,-,10396,88,13092,18-01-2021,Uttar Pradesh,1532,427,338,1532,0,907,625,0,42,1490,,,,,,,,,,,,24-01-2021,Karnataka,16566713,,
7213,11-10-2020,8:00 AM,Meghalaya,-,-,5045,62,7544,19-01-2021,Uttar Pradesh,1568,663,431,1568,0,930,638,0,43,1525,,,,,,,,,,,,25-01-2021,Karnataka,16626140,,
7214,11-10-2020,8:00 AM,Mizoram,-,-,1984,0,2175,20-01-2021,Uttar Pradesh,1568,2065,1210,1568,0,930,638,0,43,1525,,,,,,,,,,,,26-01-2021,Karnataka,16691703,,
7215,11-10-2020,8:00 AM,Nagaland,-,-,5694,17,6949,21-01-2021,Uttar Pradesh,1578,3092,1688,1578,0,933,645,0,43,1535,,,,,,,,,,,,27-01-2021,Karnataka,16750398,,
7216,11-10-2020,8:00 AM,Odisha,-,-,224273,1006,249693,22-01-2021,Uttar Pradesh,21325,3109,1692,21325,0,7096,14228,1,327,20998,,,,,,,,,,,,28-01-2021,Karnataka,16816459,,
7217,11-10-2020,8:00 AM,Puducherry,-,-,25955,559,31233,23-01-2021,Uttar Pradesh,30644,3596,1751,30644,0,10300,20343,1,446,30198,,,,,,,,,,,,29-01-2021,Karnataka,16884991,,
7218,11-10-2020,8:00 AM,Punjab,-,-,109767,3798,123317,24-01-2021,Uttar Pradesh,43669,5188,2369,43669,0,14952,28714,3,617,43052,,,,,,,,,,,,30-01-2021,Karnataka,16958479,,
7219,11-10-2020,8:00 AM,Rajasthan,-,-,133918,1636,156908,25-01-2021,Uttar Pradesh,59780,6598,2884,59780,0,20276,39501,3,915,58865,,,,,,,,,,,,31-01-2021,Karnataka,17033930,,
7220,11-10-2020,8:00 AM,Sikkim,-,-,2816,55,3321,26-01-2021,Uttar Pradesh,62477,7881,3223,62477,0,20961,41513,3,940,61537,,,,,,,,,,,,01-02-2021,Karnataka,17087246,,
7221,11-10-2020,8:00 AM,Tamil Nadu,-,-,597033,10187,651370,27-01-2021,Uttar Pradesh,95724,8581,3431,95724,0,31827,63892,5,1498,94226,,,,,,,,,,,,02-02-2021,Karnataka,17147397,,
7222,11-10-2020,8:00 AM,Telengana,-,-,185128,1222,212063,28-01-2021,Uttar Pradesh,268081,8733,3475,268081,0,82036,186025,20,3516,264565,,,,,,,,,,,,03-02-2021,Karnataka,17218163,,
7223,11-10-2020,8:00 AM,Tripura,-,-,24086,315,28352,29-01-2021,Uttar Pradesh,429946,8824,3486,429946,0,130950,298960,36,5466,424480,,,,,,,,,,,,04-02-2021,Karnataka,17294005,,
7224,11-10-2020,8:00 AM,Uttarakhand,-,-,46470,734,54525,30-01-2021,Uttar Pradesh,433040,9585,3563,433040,0,131777,301226,37,5468,427572,,,,,,,,,,,,05-02-2021,Karnataka,17368124,,
7225,11-10-2020,8:00 AM,Uttar Pradesh,-,-,387149,6353,433712,31-01-2021,Uttar Pradesh,434185,10074,3595,434185,0,132125,302023,37,5469,428716,,,,,,,,,,,,06-02-2021,Karnataka,17442715,,
7226,11-10-2020,8:00 AM,West Bengal,-,-,255838,5563,291194,01-02-2021,Uttar Pradesh,434549,10612,3672,434549,0,132288,302224,37,5469,429080,,,,,,,,,,,,07-02-2021,Karnataka,17516945,,
7227,12-10-2020,8:00 AM,Andaman and Nicobar Islands,-,-,3764,55,4005,02-02-2021,Uttar Pradesh,435502,10999,3803,435502,0,132574,302891,37,5469,430033,,,,,,,,,,,,08-02-2021,Karnataka,17565234,,
7228,12-10-2020,8:00 AM,Andhra Pradesh,-,-,703208,6224,755727,03-02-2021,Uttar Pradesh,435645,11474,3946,435645,0,132643,302965,37,5469,430176,,,,,,,,,,,,09-02-2021,Karnataka,17625719,,
7229,12-10-2020,8:00 AM,Arunachal Pradesh,-,-,9232,24,12147,04-02-2021,Uttar Pradesh,555622,11579,3985,555622,0,173304,382272,46,6369,549253,,,,,,,,,,,,10-02-2021,Karnataka,17691918,,
7230,12-10-2020,8:00 AM,Assam,-,-,164582,816,193783,05-02-2021,Uttar Pradesh,636917,11608,3986,636917,0,224300,412566,51,9096,627821,,,,,,,,,,,,11-02-2021,Karnataka,17760112,,
7231,12-10-2020,8:00 AM,Bihar,-,-,184541,946,196531,06-02-2021,Uttar Pradesh,638107,11624,3987,638107,0,225075,412980,52,9099,629008,,,,,,,,,,,,12-02-2021,Karnataka,17829105,,
7232,12-10-2020,8:00 AM,Chandigarh,-,-,11787,191,13162,07-02-2021,Uttar Pradesh,638805,11726,4006,638805,0,225664,413089,52,9099,629706,,,,,,,,,,,,13-02-2021,Karnataka,17895155,,
7233,12-10-2020,8:00 AM,Chhattisgarh,-,-,113771,1253,142372,08-02-2021,Uttar Pradesh,640144,12572,4225,640144,0,226737,413355,52,9108,631036,,,,,,,,,,,,14-02-2021,Karnataka,17956031,,
7234,12-10-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3059,2,3163,09-02-2021,Uttar Pradesh,640845,14324,4647,640845,0,227388,413405,52,9126,631719,,,,,,,,,,,,15-02-2021,Karnataka,17998276,,
7235,12-10-2020,8:00 AM,Delhi,-,-,281869,5769,309339,10-02-2021,Uttar Pradesh,643010,15518,4946,643010,0,229177,413780,53,9365,633645,,,,,,,,,,,,16-02-2021,Karnataka,18045304,,
7236,12-10-2020,8:00 AM,Goa,-,-,33203,507,38366,11-02-2021,Uttar Pradesh,746208,15883,5043,746208,0,322369,423786,53,69526,676682,,,,,,,,,,,,17-02-2021,Karnataka,18099928,,
7237,12-10-2020,8:00 AM,Gujarat,-,-,132173,3566,151434,12-02-2021,Uttar Pradesh,863157,16539,5111,863157,0,428140,434964,53,138967,724190,,,,,,,,,,,,18-02-2021,Karnataka,18159563,,
7238,12-10-2020,8:00 AM,Haryana,-,-,130003,1579,142155,13-02-2021,Uttar Pradesh,864381,18476,5360,864379,2,429282,435044,53,139539,724840,,,,,,,,,,,,19-02-2021,Karnataka,18221003,,
7239,12-10-2020,8:00 AM,Himachal Pradesh,-,-,14471,250,17408,14-02-2021,Uttar Pradesh,864489,18807,5415,864487,2,429383,435051,53,139539,724948,,,,,,,,,,,,20-02-2021,Karnataka,18279393,,
7240,12-10-2020,8:00 AM,Jammu and Kashmir,-,-,71845,1322,83633,15-02-2021,Uttar Pradesh,975211,19455,5531,955423,19788,462664,492680,79,143448,811975,,,,,,,,,,,,21-02-2021,Karnataka,18334627,,
7241,12-10-2020,8:00 AM,Jharkhand,-,-,83571,787,92525,16-02-2021,Uttar Pradesh,975907,21314,5864,956093,19814,462920,493094,79,143529,812564,,,,,,,,,,,,22-02-2021,Karnataka,18380495,,
7242,12-10-2020,8:00 AM,Karnataka,-,-,580054,9966,710309,17-02-2021,Uttar Pradesh,976088,22689,6029,956274,19814,463088,493107,79,143589,812685,,,,,,,,,,,,23-02-2021,Karnataka,18431322,,
7243,12-10-2020,8:00 AM,Kerala,-,-,191798,1003,289202,18-02-2021,Uttar Pradesh,1054867,23385,6139,1034940,19927,579229,455637,74,182368,852572,,,,,,,,,,,,24-02-2021,Karnataka,18494364,,
7244,12-10-2020,8:00 AM,Ladakh,-,-,4037,64,5081,19-02-2021,Uttar Pradesh,1234270,24369,6287,1135502,98768,618382,517041,79,185602,949900,,,,,,,,,,,,25-02-2021,Karnataka,18562530,,
7245,12-10-2020,8:00 AM,Madhya Pradesh,-,-,129019,2624,146820,20-02-2021,Uttar Pradesh,1236861,26253,6653,1136590,100271,619024,517486,80,185655,950935,,,,,,,,,,,,26-02-2021,Karnataka,18639329,,
7246,12-10-2020,8:00 AM,Maharashtra,-,-,1266240,40349,1528226,21-02-2021,Uttar Pradesh,1237359,26815,6679,1136650,100709,619077,517493,80,185656,950994,,,,,,,,,,,,27-02-2021,Karnataka,18712761,,
7247,12-10-2020,8:00 AM,Manipur,-,-,10504,91,13326,22-02-2021,Uttar Pradesh,1339406,28054,6683,1237517,101889,709510,527927,80,200220,1037297,,,,,,,,,,,,28-02-2021,Karnataka,18796775,,
7248,12-10-2020,8:00 AM,Meghalaya,-,-,5142,63,7683,23-02-2021,Uttar Pradesh,1342030,29970,6824,1239758,102272,711520,528158,80,200739,1039019,,,,,,,,,,,,01-03-2021,Karnataka,18856902,,
7249,12-10-2020,8:00 AM,Mizoram,-,-,2010,0,2184,24-02-2021,Uttar Pradesh,1342318,30680,6920,1240045,102273,711789,528176,80,200748,1039297,,,,,,,,,,,,02-03-2021,Karnataka,18921149,,
7250,12-10-2020,8:00 AM,Nagaland,-,-,5743,17,7019,25-02-2021,Uttar Pradesh,1521544,30961,6922,1274807,246737,739506,535221,80,205862,1068945,,,,,,,,,,,,03-03-2021,Karnataka,18989488,,
7251,12-10-2020,8:00 AM,Odisha,-,-,227615,1022,252239,26-02-2021,Uttar Pradesh,1668629,31070,6922,1281076,387553,741696,539301,79,206000,1075076,,,,,,,,,,,,04-03-2021,Karnataka,19068106,,
7252,12-10-2020,8:00 AM,Puducherry,-,-,26291,563,31549,27-02-2021,Uttar Pradesh,1668629,31070,6922,1281076,387553,741696,539301,79,206000,1075076,,,,,,,,,,,,05-03-2021,Karnataka,19146913,,
7253,12-10-2020,8:00 AM,Punjab,-,-,110865,3833,123973,28-02-2021,Uttar Pradesh,1668631,31402,7009,1281078,387553,741698,539301,79,206000,1075078,,,,,,,,,,,,06-03-2021,Karnataka,19229142,,
7254,12-10-2020,8:00 AM,Rajasthan,-,-,135990,1650,159052,01-03-2021,Uttar Pradesh,1668631,31558,7077,1281078,387553,741698,539301,79,206000,1075078,,,,,,,,,,,,07-03-2021,Karnataka,19305102,,
7255,12-10-2020,8:00 AM,Sikkim,-,-,2920,55,3359,02-03-2021,Uttar Pradesh,1681659,31863,7088,1294029,387630,749939,544010,80,207913,1086116,,,,,,,,,,,,08-03-2021,Karnataka,19361547,,
7256,12-10-2020,8:00 AM,Tamil Nadu,-,-,602038,10252,656385,03-03-2021,Uttar Pradesh,1682667,38032,8002,1295029,387638,750628,544321,80,208073,1086956,,,,,,,,,,,,09-03-2021,Karnataka,19427973,,
7257,12-10-2020,8:00 AM,Telengana,-,-,187342,1228,213084,04-03-2021,Uttar Pradesh,1824296,42224,8444,1365655,458641,789904,575662,89,209637,1156018,,,,,,,,,,,,10-03-2021,Karnataka,19498106,,
7258,12-10-2020,8:00 AM,Tripura,-,-,24403,316,28461,05-03-2021,Uttar Pradesh,1988090,47678,8629,1465524,522566,849180,616237,107,212206,1253318,,,,,,,,,,,,11-03-2021,Karnataka,19571207,,
7259,12-10-2020,8:00 AM,Uttarakhand,-,-,46931,747,55051,06-03-2021,Uttar Pradesh,2014991,52850,9063,1485787,529204,861476,624204,107,213741,1272046,,,,,,,,,,,,12-03-2021,Karnataka,19644839,,
7260,12-10-2020,8:00 AM,Uttar Pradesh,-,-,390566,6394,436979,07-03-2021,Uttar Pradesh,2019181,61109,9751,1488836,530345,863277,625452,107,213834,1275002,,,,,,,,,,,,13-03-2021,Karnataka,19717489,,
7261,12-10-2020,8:00 AM,West Bengal,-,-,258948,5622,294806,08-03-2021,Uttar Pradesh,2216711,64862,9947,1679720,536991,972019,707574,127,215962,1463758,,,,,,,,,,,,14-03-2021,Karnataka,19790597,,
7262,13-10-2020,8:00 AM,Andaman and Nicobar Islands,-,-,3770,55,4023,09-03-2021,Uttar Pradesh,1709561,91280,605,1171217,538344,988315,721114,132,216927,1492500,,,,,,,,,,,,15-03-2021,Karnataka,19852955,,
7263,13-10-2020,8:00 AM,Andhra Pradesh,-,-,708712,6256,758951,10-03-2021,Uttar Pradesh,1735799,106920,688,1196503,539296,1004062,731601,136,218255,1517410,,,,,,,,,,,,16-03-2021,Karnataka,19921424,,
7264,13-10-2020,8:00 AM,Arunachal Pradesh,-,-,9403,24,12367,11-03-2021,Uttar Pradesh,1741357,44490,375,1201688,539669,1007227,733994,136,218528,1522694,,,,,,,,,,,,17-03-2021,Karnataka,20008072,,
7265,13-10-2020,8:00 AM,Assam,-,-,166039,826,195304,12-03-2021,Uttar Pradesh,2038409,732044,4673,1426304,612105,1204798,833436,175,265793,1772481,,,,,,,,,,,,18-03-2021,Karnataka,20101442,,
7266,13-10-2020,8:00 AM,Bihar,-,-,185911,955,197535,13-03-2021,Uttar Pradesh,2079271,102105,676,1458839,620432,1231273,847822,176,270938,1808198,,,,,,,,,,,,19-03-2021,Karnataka,20193326,,
